km_driven,mileage,engine,max_power,seats,no. of years,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
22000,18.0,1969.0,190.0,5,3,1,0,0,0,0,0,0,0,0,0
40000,21.1,814.0,55.2,5,9,0,0,1,1,0,1,0,0,0,0
54000,20.0,1399.0,68.0,5,9,1,0,0,1,0,1,0,0,0,0
70000,15.0,1086.0,66.6,5,14,0,0,1,1,0,1,0,0,0,1
50000,15.1,2179.0,152.87,7,3,1,0,0,1,0,1,0,0,0,0
70000,23.4,1248.0,74.0,5,8,1,0,0,1,0,1,0,1,0,0
60000,24.3,1248.0,88.5,5,5,1,0,0,1,0,1,0,0,0,0
50000,12.99,2494.0,100.6,8,6,1,0,0,1,0,1,0,0,0,0
60000,23.5,1498.0,90.0,5,8,1,0,0,1,0,1,0,1,0,0
150000,18.9,998.0,67.1,5,15,0,0,1,1,0,1,0,1,0,0
100000,15.96,2523.0,62.1,9,8,1,0,0,1,0,1,0,0,0,0
18890,11.36,2755.0,171.5,7,4,1,0,0,0,0,0,0,0,0,0
100000,24.52,1248.0,88.5,7,4,1,0,0,1,0,1,0,1,0,0
23456,18.9,1197.0,82.0,5,4,0,0,1,0,0,1,0,0,0,0
70000,27.39,1248.0,74.0,5,4,1,0,0,1,0,1,0,0,0,0
212000,11.57,2179.0,138.1,7,12,1,0,0,1,0,1,0,0,0,1
110000,24.5,1498.0,98.6,7,6,1,0,0,1,0,1,0,0,0,0
14000,20.51,998.0,67.04,5,3,0,0,1,1,0,1,0,0,0,0
64000,11.4,2953.0,153.86,7,6,1,0,0,0,0,0,0,0,0,0
58000,16.1,1298.0,88.2,5,10,0,0,1,1,0,1,0,0,0,1
60000,18.0,995.0,62.0,5,11,0,0,1,1,0,1,0,1,0,0
35000,25.1,1248.0,88.5,5,3,1,0,0,1,0,1,0,0,0,0
70000,13.44,2359.0,198.25,5,9,0,0,1,1,0,1,0,1,0,0
100000,16.0,2179.0,140.0,7,6,1,0,0,1,0,1,0,0,0,0
114000,14.95,2489.0,93.7,7,3,1,0,0,1,0,1,0,0,0,0
80000,12.05,2179.0,120.0,8,8,1,0,0,1,0,1,0,1,0,0
18000,19.6,1461.0,108.45,5,3,1,0,0,0,0,1,0,0,0,0
35000,22.54,1396.0,88.73,5,3,1,0,0,1,0,1,0,0,0,0
120000,19.4,1405.0,70.0,5,10,1,0,0,1,0,1,0,0,0,0
20000,18.0,1969.0,190.0,5,2,1,0,0,1,0,0,0,0,0,0
120000,18.49,1493.0,100.0,7,5,1,0,0,1,0,1,0,0,0,0
185000,19.5,1248.0,75.0,5,7,1,0,0,1,0,1,0,0,0,1
100000,19.0,1197.0,85.8,5,3,0,0,1,1,0,1,0,1,0,0
119000,14.0,2489.0,95.0,8,9,1,0,0,1,0,1,0,0,0,0
40000,10.75,2694.0,163.7,7,5,0,0,1,1,0,0,0,0,0,0
163000,17.8,1399.0,68.0,5,13,1,0,0,1,0,1,0,0,0,0
80000,22.07,1199.0,73.9,5,8,1,0,0,1,0,1,0,0,0,0
105000,21.38,1396.0,88.7,5,4,1,0,0,1,0,1,0,0,0,0
80000,23.95,998.0,67.05,5,7,0,0,1,1,0,1,0,1,0,0
9000,13.6,1999.0,177.0,5,4,1,0,0,0,0,0,0,0,0,0
7200,12.99,2494.0,100.6,8,8,1,0,0,1,0,1,0,0,0,0
50000,24.7,796.0,47.3,5,4,0,0,1,1,0,1,0,1,0,0
70000,17.3,993.0,60.0,5,16,0,0,1,1,0,1,0,1,0,0
70000,26.83,796.0,38.4,5,11,0,0,0,1,0,1,0,1,0,0
30000,18.49,1493.0,100.0,7,4,1,0,0,1,0,1,0,1,0,0
35000,27.39,1248.0,74.0,5,4,1,0,0,1,0,1,0,1,0,0
54000,24.7,796.0,47.3,5,4,0,0,1,1,0,1,0,0,0,0
70000,22.74,796.0,47.3,5,7,0,0,1,1,0,1,0,0,0,1
60000,28.4,1248.0,74.02,5,4,1,0,0,1,0,1,0,0,0,0
108800,22.9,1248.0,74.0,5,8,1,0,0,1,0,1,0,0,0,1
240000,11.5,2982.0,171.0,7,11,1,0,0,1,0,1,0,0,0,0
20000,17.0,2596.0,80.8,5,3,1,0,0,0,0,1,0,0,0,0
90000,0.0,1086.0,62.0,5,12,0,0,1,1,0,1,0,1,0,0
35000,23.1,998.0,67.04,5,7,0,0,1,1,0,1,0,0,0,0
32000,18.9,1197.0,82.0,5,7,0,0,1,1,0,1,0,0,0,0
100000,27.62,793.0,47.0,5,6,1,0,0,1,0,1,0,1,0,0
110000,17.2,1396.0,53.5,5,12,1,0,0,1,0,1,0,1,0,0
60000,20.85,1197.0,83.14,5,5,0,0,1,1,0,1,0,0,0,0
60000,25.17,799.0,53.3,5,5,0,0,1,1,0,1,0,0,0,0
55000,14.6,1368.0,88.7,5,12,0,0,1,1,0,1,0,0,0,0
52000,17.19,1197.0,81.86,5,3,0,0,1,1,0,1,0,0,0,0
225000,14.0,1948.0,90.0,9,11,1,0,0,1,0,1,0,0,0,1
80000,16.1,796.0,37.0,4,24,0,0,1,1,0,1,0,0,0,1
90000,23.59,1364.0,67.06,5,7,1,0,0,1,0,1,0,0,0,1
25538,16.78,1496.0,88.73,5,4,0,0,1,0,1,1,0,0,0,0
2000,16.2,1199.0,74.0,5,2,0,0,1,0,0,1,0,0,0,0
20000,18.9,1197.0,81.86,5,6,0,0,1,1,0,1,0,0,0,0
80000,19.81,1086.0,68.05,5,10,0,0,1,1,0,1,0,1,0,0
55000,24.4,1120.0,71.0,5,6,1,0,0,0,0,1,0,0,0,0
80000,12.99,2494.0,100.6,8,7,1,0,0,1,0,1,0,1,0,0
20000,22.0,999.0,67.0,5,4,0,0,1,0,0,0,0,0,0,0
10500,25.6,1498.0,97.9,5,2,1,0,0,1,0,1,0,0,0,0
42000,11.74,1796.0,186.0,5,14,0,0,1,0,0,0,0,0,0,0
93000,20.77,1248.0,88.76,7,9,1,0,0,1,0,1,0,0,0,0
37000,28.09,1248.0,88.5,5,4,1,0,0,1,0,1,0,0,0,0
90000,13.4,1794.0,125.0,5,15,0,0,1,1,0,1,0,0,0,1
200000,12.8,2494.0,102.0,7,10,1,0,0,1,0,1,0,1,0,0
13000,19.44,999.0,75.0,5,2,0,0,1,1,0,1,0,0,0,0
40000,24.8,1396.0,88.7,5,5,1,0,0,1,0,1,0,0,0,0
8500,16.78,1995.0,190.0,5,2,1,0,0,0,0,0,0,0,0,0
16000,19.1,1197.0,85.8,5,6,0,0,1,0,0,1,0,0,0,0
20000,22.37,2487.0,214.56,5,2,0,0,1,0,0,0,0,0,0,0
60000,15.4,1997.0,120.0,7,6,1,0,0,1,0,1,0,0,0,0
120000,15.96,2523.0,62.1,7,9,1,0,0,1,0,1,0,0,0,0
164000,19.7,796.0,46.3,5,18,0,0,1,1,0,1,0,0,0,1
100000,19.7,796.0,46.3,5,13,0,0,1,1,0,1,0,1,0,0
50000,20.36,1197.0,78.9,5,11,0,0,1,0,0,1,0,0,0,0
37000,13.5,2987.0,254.79,5,4,1,0,0,0,0,0,0,0,0,0
60000,25.4,1186.0,73.97,5,3,1,0,0,1,0,1,0,0,0,0
90000,14.94,2143.0,204.0,5,10,1,0,0,0,0,0,0,0,0,0
72000,26.0,1498.0,98.6,5,7,1,0,0,0,0,1,0,0,0,0
114321,17.8,1399.0,68.0,5,15,1,0,0,1,0,1,0,1,0,0
80000,16.8,1497.0,116.3,5,8,0,0,1,1,0,1,0,1,0,0
2000,16.8,1984.0,150.0,5,3,1,0,0,0,0,0,0,0,0,0
15000,18.6,1197.0,85.8,5,8,0,0,1,1,0,1,0,0,0,0
45000,19.33,1999.0,177.0,5,4,1,0,0,0,0,0,0,0,0,0
42000,23.84,1199.0,84.0,5,4,0,0,1,1,0,1,0,0,0,0
9500,18.16,1196.0,86.8,5,3,0,0,1,1,0,1,0,0,0,0
56494,18.2,1199.0,88.7,5,5,0,0,1,0,1,1,0,0,0,0
140000,14.4,1599.0,94.0,5,15,0,0,1,1,0,1,0,1,0,0
76000,24.0,1120.0,70.0,5,7,1,0,0,1,0,1,0,0,0,1
15000,18.6,1197.0,81.83,5,3,0,0,1,1,0,1,0,0,0,0
30000,18.2,1199.0,82.4,5,5,0,0,1,1,0,1,0,0,0,0
44000,16.0,995.0,63.0,5,10,0,0,1,1,0,1,0,1,0,0
28000,15.1,2179.0,152.87,7,2,1,0,0,1,0,1,0,0,0,0
120000,16.4,1896.0,90.0,5,16,1,0,0,1,0,1,0,0,0,1
37800,17.0,1591.0,121.3,5,4,0,0,1,1,0,1,0,0,0,0
60000,21.1,814.0,55.2,5,8,0,0,1,1,0,1,0,0,0,0
56494,18.2,1199.0,88.7,5,5,0,0,1,0,1,1,0,0,0,0
20000,16.0,2179.0,140.0,7,4,1,0,0,1,0,1,0,0,0,0
42000,18.6,1197.0,81.83,5,3,0,0,1,1,0,1,0,0,0,0
20000,22.37,2487.0,214.56,5,2,0,0,1,0,0,0,0,0,0,0
40000,17.3,1497.0,121.0,7,2,1,0,0,1,0,1,0,0,0,0
76000,25.44,936.0,56.3,5,7,1,0,0,1,0,1,0,1,0,0
100000,19.68,1399.0,67.0,5,7,1,0,0,1,0,1,0,1,0,0
70000,25.1,1248.0,88.5,5,3,1,0,0,1,0,1,0,0,0,0
40000,28.4,1248.0,74.0,5,7,1,0,0,1,0,1,0,0,0,0
80000,13.2,1495.0,93.7,5,11,0,1,0,1,0,1,0,0,0,0
175000,19.7,796.0,46.3,5,10,0,0,1,1,0,1,0,1,0,0
80000,21.19,1396.0,88.73,5,5,1,0,0,1,0,1,0,0,0,0
82000,17.3,1998.0,163.7,5,9,1,0,0,1,0,1,0,0,0,1
16000,14.74,1991.0,181.04,5,4,0,0,1,0,0,0,0,0,0,0
5000,20.52,1197.0,81.8,5,2,0,0,1,1,0,0,0,0,0,0
15000,25.17,799.0,53.3,5,2,0,0,1,1,0,1,0,0,0,0
175000,19.01,1461.0,108.45,5,7,1,0,0,1,0,1,0,0,0,0
40000,16.8,796.0,34.2,5,5,0,0,1,1,0,1,0,0,0,0
56494,18.2,1199.0,88.7,5,5,0,0,1,0,1,1,0,0,0,0
90000,22.9,1248.0,74.0,5,7,1,0,0,1,0,1,0,0,0,0
33019,13.68,2393.0,147.8,7,4,1,0,0,0,0,1,0,0,0,0
30000,22.74,796.0,47.3,5,7,0,0,1,1,0,1,0,0,0,0
20000,24.7,796.0,47.3,5,3,0,0,1,1,0,1,0,0,0,0
35000,18.6,1197.0,85.8,5,8,0,0,1,1,0,1,0,1,0,0
30000,23.95,998.0,67.05,5,4,0,0,1,1,0,1,0,0,0,0
250000,12.99,2494.0,100.0,7,9,1,0,0,1,0,1,0,0,0,0
128000,18.6,1199.0,79.4,5,9,0,0,1,1,0,1,0,0,0,1
95000,15.4,1997.0,120.0,7,4,1,0,0,1,0,1,0,0,0,0
88000,17.5,1298.0,85.8,5,9,0,0,1,1,0,1,0,0,0,0
10000,24.3,1248.0,88.5,5,2,1,0,0,1,0,1,0,0,0,0
110000,14.1,2179.0,147.94,7,6,1,0,0,1,0,1,0,0,0,0
12000,19.6,1461.0,108.45,5,3,1,0,0,1,0,1,0,0,0,0
70000,18.9,1061.0,67.0,5,12,0,0,1,1,0,1,0,1,0,0
91000,12.55,2982.0,168.5,7,6,1,0,0,0,0,0,0,1,0,0
70000,17.19,1197.0,81.86,5,6,0,0,1,1,0,1,0,0,0,1
80000,0.0,2523.0,70.0,2,2,1,0,0,1,0,1,0,0,0,0
15500,23.95,998.0,67.1,5,4,0,0,1,1,0,0,0,0,0,0
26000,23.84,1199.0,84.0,5,4,0,0,1,1,0,1,0,0,0,0
25000,19.7,796.0,46.3,5,10,0,0,1,1,0,1,0,1,0,0
70000,13.6,2523.0,63.0,7,10,1,0,0,1,0,1,0,1,0,0
120000,19.7,796.0,46.3,5,14,0,0,1,1,0,1,0,0,0,1
220000,14.8,2499.0,80.0,10,16,1,0,0,1,0,1,0,0,0,0
63000,24.0,1120.0,70.0,5,5,1,0,0,1,0,1,0,0,0,1
10000,20.3,1086.0,68.0,5,3,0,0,1,1,0,0,0,0,0,0
110000,20.4,1248.0,91.7,5,11,1,0,0,1,0,1,0,0,0,1
10000,20.52,1197.0,81.8,5,2,0,0,1,1,0,1,0,0,0,0
30000,26.59,1248.0,74.0,5,5,1,0,0,1,0,1,0,0,0,0
28100,0.0,1197.0,103.25,5,7,0,0,1,0,0,0,0,0,0,0
83585,21.43,1364.0,87.2,5,11,1,0,0,0,0,1,0,0,0,0
31377,18.5,1197.0,82.85,5,8,0,0,1,1,0,1,0,1,0,0
30000,23.84,1199.0,83.83,5,2,0,0,1,1,0,0,0,0,0,0
50000,24.3,1248.0,88.5,5,3,1,0,0,1,0,1,0,0,0,0
38817,27.39,1248.0,74.0,5,3,1,0,0,0,0,1,0,0,0,0
40000,25.5,1498.0,98.6,5,4,1,0,0,1,0,1,0,0,0,0
95000,12.99,2494.0,100.6,8,7,1,0,0,0,0,1,0,0,0,0
26000,21.21,1197.0,81.8,5,4,0,0,1,1,0,1,0,1,0,0
40000,25.17,799.0,53.3,5,5,0,0,1,1,0,1,0,0,0,0
55000,26.59,1248.0,74.0,5,5,1,0,0,1,0,1,0,0,0,0
120000,15.0,1586.0,104.68,5,14,0,0,1,1,0,1,0,0,0,1
30000,22.69,1995.0,190.0,5,5,1,0,0,0,0,0,0,0,0,0
80000,17.3,993.0,60.0,5,19,0,0,1,1,0,1,0,1,0,0
100000,13.6,2523.0,63.0,7,10,1,0,0,1,0,1,0,1,0,0
120000,26.21,1248.0,88.5,5,6,1,0,0,1,0,1,0,1,0,0
179150,11.57,2179.0,138.1,7,13,1,0,0,1,0,1,0,1,0,0
35000,16.55,2498.0,105.0,6,4,1,0,0,1,0,1,0,0,0,0
50000,17.6,2179.0,147.94,7,4,1,0,0,1,0,1,0,0,0,0
60000,21.43,1364.0,87.2,5,6,1,0,0,1,0,1,0,0,0,0
80000,13.58,2499.0,72.4,9,6,1,0,0,1,0,1,0,1,0,0
5621,22.0,1197.0,81.8,5,2,0,0,1,0,1,0,0,0,0,0
77000,20.4,1248.0,91.7,5,9,1,0,0,1,0,1,0,0,0,0
90000,20.0,1399.0,68.0,5,10,1,0,0,1,0,1,0,1,0,0
214000,16.8,1493.0,110.0,5,12,1,0,0,1,0,1,0,1,0,0
30000,17.6,2179.0,153.86,7,3,1,0,0,1,0,1,0,0,0,0
60000,14.1,2179.0,147.94,7,4,1,0,0,1,0,1,0,0,0,0
35000,15.4,2523.0,75.0,7,3,1,0,0,1,0,1,0,0,0,0
56975,16.0,2179.0,140.0,7,6,1,0,0,1,0,1,0,0,0,0
120000,14.0,2498.0,112.0,8,12,1,0,0,1,0,1,0,0,0,1
65000,26.59,1248.0,74.0,5,4,1,0,0,1,0,1,0,0,0,0
110000,18.9,998.0,67.1,5,17,0,0,1,1,0,1,0,0,0,0
40000,26.59,1248.0,74.0,5,4,1,0,0,1,0,1,0,0,0,0
35000,21.14,1498.0,103.52,5,6,1,0,0,1,0,1,0,0,0,0
75000,18.9,1197.0,82.0,5,8,0,0,1,1,0,1,0,0,0,1
80000,13.6,2523.0,63.0,7,16,1,0,0,1,0,1,0,0,0,0
475000,13.5,2179.0,115.0,5,10,1,0,0,1,0,1,0,0,0,1
68240,13.93,2956.0,138.1,7,9,1,0,0,0,0,1,0,0,0,0
35000,15.96,2523.0,62.1,7,5,1,0,0,1,0,1,0,0,0,0
30000,20.4,1197.0,81.8,5,6,0,0,1,1,0,1,0,0,0,0
50000,23.01,999.0,67.0,5,5,0,0,1,1,0,1,0,0,0,0
60000,18.5,796.0,53.0,5,21,0,0,1,1,0,1,0,0,0,0
10000,23.95,998.0,67.05,5,3,0,0,1,1,0,1,0,0,0,0
40000,23.84,1199.0,84.0,5,5,0,0,1,1,0,1,0,0,0,0
110000,16.47,1198.0,73.9,5,10,0,0,1,1,0,1,0,0,0,0
20000,21.4,1197.0,83.1,5,2,0,0,1,1,0,0,0,0,0,0
7976,17.9,2143.0,170.0,5,3,1,0,0,1,0,0,0,0,0,0
60000,16.47,1198.0,73.9,5,10,0,0,1,1,0,1,0,1,0,0
7032,19.0,1199.0,88.76,5,2,0,0,1,0,1,0,0,0,0,0
100000,23.08,1461.0,63.1,5,9,1,0,0,0,0,1,0,0,0,0
90000,15.29,1591.0,121.3,5,6,0,0,1,1,0,1,0,0,0,0
110000,21.12,1248.0,88.8,5,9,1,0,0,1,0,1,0,1,0,0
50000,17.19,1197.0,81.86,5,6,0,0,1,1,0,1,0,0,0,0
35000,18.9,998.0,67.1,5,11,0,0,1,0,0,1,0,0,0,0
70000,15.37,1196.0,73.0,5,4,0,0,1,1,0,1,0,0,0,0
80000,17.92,1086.0,62.1,5,9,0,0,1,1,0,1,0,0,0,0
100000,23.4,1248.0,74.0,5,9,1,0,0,1,0,1,0,1,0,0
110000,17.8,1399.0,68.0,5,10,1,0,0,1,0,1,0,0,0,1
110000,24.3,1248.0,88.5,5,5,1,0,0,1,0,1,0,0,0,0
10000,20.52,1197.0,81.8,5,2,0,0,1,1,0,1,0,0,0,0
15000,17.36,1197.0,81.86,5,3,0,0,1,1,0,0,0,0,0,0
5000,16.0,1368.0,160.77,5,2,0,0,1,1,0,0,0,0,0,0
46000,21.4,1197.0,83.1,5,4,0,0,1,1,0,1,0,0,0,0
38817,27.39,1248.0,74.0,5,3,1,0,0,0,0,1,0,0,0,0
62000,21.1,814.0,55.2,5,7,0,0,1,1,0,1,0,0,0,0
100600,20.46,1461.0,83.8,5,8,1,0,0,1,0,1,0,0,0,1
47000,21.1,814.0,55.2,5,8,0,0,1,1,0,1,0,1,0,0
18500,20.51,998.0,67.04,5,6,0,0,1,1,0,1,0,0,0,0
95200,13.2,1495.0,94.0,5,13,0,0,1,1,0,1,0,0,0,1
72072,21.1,1248.0,73.9,5,9,1,0,0,0,0,1,0,0,0,0
300000,12.99,2494.0,100.6,7,7,1,0,0,1,0,1,0,1,0,0
120000,18.9,1061.0,67.0,5,11,0,0,1,1,0,1,0,0,0,1
40000,16.0,2179.0,140.0,7,5,1,0,0,1,0,0,0,0,0,0
5000,18.9,1197.0,81.86,5,2,0,0,1,1,0,1,0,0,0,0
22500,20.51,998.0,67.04,5,6,0,0,1,1,0,1,0,0,0,0
60000,25.1,1498.0,98.6,5,6,1,0,0,1,0,1,0,0,0,0
69000,18.6,1388.0,67.0,5,8,1,0,0,0,0,1,0,0,0,0
13000,21.63,998.0,67.04,5,1,0,0,1,1,0,1,0,0,0,0
80000,20.0,1399.0,68.0,5,10,1,0,0,1,0,1,0,0,0,0
90000,20.92,998.0,67.1,5,9,0,0,1,1,0,1,0,0,0,0
36000,17.19,1197.0,81.86,5,6,0,0,1,1,0,1,0,0,0,0
37000,16.95,1498.0,97.7,5,7,0,0,1,1,0,1,0,0,0,0
100000,25.2,1248.0,73.94,5,6,1,0,0,1,0,1,0,0,0,0
46000,22.0,1197.0,81.8,5,4,0,0,1,1,0,1,0,0,0,0
80000,15.1,2179.0,140.0,7,7,1,0,0,1,0,1,0,1,0,0
5000,21.4,1197.0,83.1,5,3,0,0,1,1,0,0,0,0,0,0
38000,24.7,796.0,47.3,5,5,0,0,1,0,0,1,0,0,0,0
80000,16.1,796.0,37.0,4,19,0,0,1,1,0,1,0,0,0,1
15000,24.7,796.0,47.3,5,4,0,0,1,1,0,1,0,0,0,0
25538,16.78,1496.0,88.73,5,4,0,0,1,0,1,1,0,0,0,0
100000,25.32,1198.0,77.0,6,5,1,0,0,1,0,1,0,0,0,0
197000,13.58,2499.0,72.4,10,6,1,0,0,1,0,1,0,0,0,0
50000,19.81,1086.0,68.05,5,5,0,0,1,1,0,1,0,0,0,0
120000,23.0,1396.0,90.0,5,10,1,0,0,1,0,1,0,1,0,0
25000,17.0,1198.0,108.5,5,3,0,0,1,1,0,1,0,0,0,0
26432,25.4,624.0,37.48,4,11,0,0,1,0,0,1,0,0,0,0
70000,18.6,1197.0,81.83,5,5,0,0,1,1,0,1,0,0,0,0
20000,23.95,998.0,67.05,5,4,0,0,1,1,0,1,0,0,0,0
8000,21.1,814.0,55.2,5,4,0,0,1,1,0,1,0,0,0,0
60000,16.36,2179.0,120.0,7,2,1,0,0,1,0,1,0,0,0,0
5000,20.3,1086.0,68.0,5,2,0,0,1,1,0,1,0,0,0,0
67000,20.4,1461.0,108.5,5,8,1,0,0,1,0,1,0,1,0,0
70000,19.81,1086.0,68.05,5,11,0,0,1,1,0,1,0,1,0,0
70000,26.21,1248.0,88.5,5,6,1,0,0,1,0,1,0,0,0,0
50000,16.9,1197.0,82.0,5,6,0,0,1,1,0,0,0,0,0,0
35000,16.7,1172.0,64.1,5,7,0,0,1,1,0,1,0,1,0,0
200000,13.1,1493.0,82.0,5,18,1,0,0,1,0,1,0,1,0,0
60000,26.0,1498.0,98.6,5,5,1,0,0,1,0,1,0,0,0,0
90000,20.3,1248.0,92.0,5,8,1,0,0,1,0,1,0,0,0,0
250000,19.1,1405.0,70.0,5,7,1,0,0,1,0,1,0,1,0,0
80000,21.02,1248.0,88.76,5,8,1,0,0,1,0,1,0,0,0,0
40000,14.4,1599.0,94.0,5,18,0,0,1,1,0,1,0,1,0,0
2000,16.8,1984.0,150.0,5,3,1,0,0,0,0,0,0,0,0,0
110000,23.0,1396.0,90.0,5,9,1,0,0,1,0,1,0,0,0,0
20000,20.51,998.0,67.0,5,4,0,0,1,1,0,0,0,0,0,0
42545,19.62,1998.0,190.0,5,10,1,0,0,0,0,0,0,0,0,0
135000,17.8,1248.0,75.0,5,11,1,0,0,1,0,1,0,1,0,0
30000,20.0,1399.0,68.05,5,7,1,0,0,1,0,1,0,0,0,0
150000,13.6,2523.0,63.0,7,12,1,0,0,1,0,1,0,1,0,0
80000,18.9,998.0,67.1,5,9,0,0,1,1,0,1,0,0,0,0
60000,11.0,2982.0,170.3,7,7,1,0,0,1,0,0,0,0,0,0
4875,21.63,998.0,67.04,5,2,0,0,1,0,0,1,0,0,0,0
114000,14.3,1798.0,160.0,5,11,0,0,1,1,0,1,0,0,0,0
2000,16.8,1984.0,150.0,5,3,1,0,0,0,0,0,0,0,0,0
48000,16.0,2179.0,140.0,7,5,1,0,0,1,0,1,0,1,0,0
50000,20.4,1197.0,81.8,5,7,0,0,1,1,0,1,0,0,0,0
27000,23.95,998.0,67.05,5,2,0,0,1,1,0,1,0,0,0,0
49000,28.4,1248.0,74.0,5,4,1,0,0,1,0,1,0,0,0,0
103000,20.0,1399.0,68.0,5,10,1,0,0,1,0,1,0,0,0,1
60000,22.15,1498.0,108.6,5,5,1,0,0,1,0,0,0,0,0,0
37161,22.7,1498.0,89.84,5,3,1,0,0,0,0,1,0,0,0,0
53000,24.3,1248.0,88.5,5,4,1,0,0,1,0,1,0,0,0,0
60000,12.55,2982.0,168.5,7,4,1,0,0,0,0,0,0,1,0,0
7500,16.78,1995.0,190.0,5,2,1,0,0,0,0,0,0,0,0,0
52442,18.5,1198.0,86.8,5,7,0,0,1,0,1,1,0,1,0,0
97000,19.4,1198.0,86.8,5,9,0,0,1,1,0,1,0,1,0,0
45000,19.33,1999.0,177.0,5,4,1,0,0,0,0,0,0,0,0,0
50000,15.64,1193.0,64.1,5,8,0,0,1,1,0,1,0,0,0,0
210000,25.2,1248.0,74.0,5,5,1,0,0,1,0,1,0,0,0,0
147000,18.6,1197.0,81.83,5,7,0,0,1,1,0,1,0,1,0,0
120000,19.3,1248.0,73.9,5,12,1,0,0,1,0,1,0,0,0,0
11000,14.3,1598.0,103.5,5,5,0,0,1,0,0,0,0,0,0,0
40000,18.49,1493.0,100.0,7,6,1,0,0,1,0,1,0,1,0,0
130000,14.0,2498.0,112.0,7,10,1,0,0,1,0,1,0,1,0,0
20000,20.73,1373.0,91.1,5,5,0,0,1,1,0,1,0,0,0,0
120000,20.0,1399.0,68.05,5,7,1,0,0,1,0,1,0,0,0,1
70000,22.32,1582.0,126.32,5,4,1,0,0,0,0,1,0,0,0,0
28782,18.6,1197.0,81.83,5,4,0,0,1,0,0,1,0,0,0,0
150000,17.3,993.0,60.0,5,17,0,0,1,1,0,1,0,0,0,0
160000,18.2,998.0,67.1,5,14,0,0,1,1,0,1,1,0,0,0
50000,22.0,1498.0,108.495,5,4,1,0,0,1,0,0,0,0,0,0
96500,20.5,1248.0,91.72,5,6,1,0,0,1,0,1,0,0,0,0
30000,23.0,1498.0,98.96,5,3,1,0,0,1,0,1,0,1,0,0
20000,17.4,1497.0,117.6,5,2,0,0,1,1,0,0,0,0,0,0
135000,22.77,1498.0,98.59,5,6,1,0,0,1,0,1,0,0,0,0
162000,19.0,998.0,66.1,5,11,0,0,1,1,0,1,0,1,0,0
60000,23.0,1248.0,88.7,5,7,1,0,0,1,0,1,0,1,0,0
35000,24.52,1248.0,88.5,7,3,1,0,0,1,0,1,0,0,0,0
69779,22.0,1197.0,81.8,5,3,0,0,1,0,0,0,0,0,0,0
40000,16.8,796.0,34.2,8,4,0,0,1,1,0,1,0,1,0,0
110000,15.0,1368.0,90.0,5,10,0,0,1,1,0,1,0,1,0,0
120000,16.1,796.0,37.0,4,17,0,0,1,1,0,1,0,0,0,0
65000,25.4,1186.0,73.97,5,3,1,0,0,1,0,1,0,0,0,0
8500,16.78,1995.0,190.0,5,2,1,0,0,0,0,0,0,0,0,0
7500,16.78,1995.0,190.0,5,2,1,0,0,0,0,0,0,0,0,0
6500,21.21,1197.0,81.8,5,2,0,0,1,1,0,0,0,0,0,0
83000,22.54,1396.0,88.73,5,7,1,0,0,1,0,1,0,1,0,0
45000,22.0,1197.0,81.8,5,2,0,0,1,1,0,0,0,0,0,0
70100,22.54,1396.0,88.73,5,7,1,0,0,0,0,1,0,0,0,0
11000,14.3,1598.0,103.5,5,5,0,0,1,0,0,0,0,0,0,0
53190,28.4,1248.0,74.0,5,7,1,0,0,0,0,1,0,0,0,0
68000,14.5,1797.0,147.5,5,8,0,0,1,0,0,0,0,0,0,0
35000,15.0,1368.0,90.0,5,10,0,0,1,1,0,1,0,0,0,0
41000,20.36,1197.0,78.9,5,9,0,0,1,1,0,1,0,1,0,0
120000,16.5,1493.0,70.0,7,4,1,0,0,1,0,1,0,0,0,0
112000,12.99,2494.0,100.6,8,7,1,0,0,1,0,1,0,1,0,0
110000,0.0,2987.0,165.0,5,10,1,0,0,1,0,0,0,0,0,1
36000,20.85,1197.0,83.14,5,5,0,0,1,1,0,1,0,0,0,0
90000,19.7,796.0,46.3,5,10,0,0,1,1,0,1,0,0,0,0
120000,20.77,1248.0,88.76,7,8,1,0,0,1,0,1,0,1,0,0
60000,22.74,796.0,47.3,5,7,0,0,1,1,0,1,0,1,0,0
40000,24.3,1248.0,88.5,5,4,1,0,0,1,0,1,0,0,0,0
11500,18.49,1493.0,100.0,7,3,1,0,0,1,0,1,0,0,0,0
22000,15.0,1586.0,104.68,5,11,0,0,1,1,0,1,0,0,0,0
60000,21.19,1396.0,88.73,5,4,1,0,0,1,0,1,0,0,0,0
70000,18.9,998.0,67.1,5,15,0,0,1,1,0,1,0,0,0,0
18000,22.74,796.0,47.3,5,6,0,0,1,1,0,1,0,0,0,0
45000,19.33,1999.0,177.0,5,4,1,0,0,0,0,0,0,0,0,0
120000,21.1,1248.0,73.9,5,11,1,0,0,1,0,1,0,0,0,0
80000,23.2,1248.0,73.94,5,9,1,0,0,1,0,1,0,0,0,1
10000,23.1,998.0,67.04,5,5,0,0,1,0,0,0,0,0,0,0
65000,15.96,2523.0,62.1,7,7,1,0,0,1,0,1,0,1,0,0
30000,18.0,995.0,62.0,5,10,0,0,1,1,0,1,0,0,0,0
